elan_id,marka,model,buraxilis_ili,muherrik_hecmi,yurus_km,yanacaq,suretler_qutusu,ban_novu,reng,seher,vuruq,rengelenib,sahib_sayi,elan_tarixi,qiymet_azn
100716,LADA,Niva,2017,1.5,195122,Benzin,Mexaniki,Offroader,Yaşıl,Bakı,Xeyr,Xeyr,1,2026-01-14,7334
100257,LADA,2107,2018,1.7,,Dizel,Mexaniki,Offroader,Ağ,Xaçmaz,Xeyr,Bəli,4+,2026-05-22,8344
100135,LADA,2107,2006,1.5,385196,Benzin,Mexaniki,Hetçbek,Qəhvəyi,Bakı,Xeyr,Bəli,2,27.04.2026,2200
100353,Ford,Transit,2012,3.5,223596,Benzin,Avtomat,Offroader,Qəhvəyi,Lənkəran,Bəli,Xeyr,1,2026-01-31,10762 AZN
100083,Chevrolet,Aveo,2008,1.5,380520,Benzin,Avtomat,Hetçbek,Mavi,Bakı,Bəli,Xeyr,1,2026-08-09,3664
100094,BMW,116,2000,2.0,,Dizel,Avtomat,Sedan,Qırmızı,  Mingəçevir ,XEYR,yoxdur,1,2026-07-20,3690
100265,Mercedes,E 200,2001,2.0,370011 km,Benzin,Avtomat,Sedan,Yaşıl,Bakı,Xeyr,Xeyr,2,2026-06-08,"3,870"
100334,LADA,2107,2000,1.5,446389,Benzin,Mexaniki,Offroader,Ağ,Bakı,Bəli,Xeyr,2,22.08.2026,2200
100267,Kia,Sorento,2006,2.4,365365,Benzin,Mexaniki,Sedan,Mavi,Salyan,xeyr,var,1,27.05.2026,3361
100467,Nissan,X-Trail,2003,1.5,401545,Dizel,Mexaniki,Hetçbek,Boz,Gəncə ,Bəli,Xeyr,2,2026-01-20,2200
100140,Toyota,Corolla,2013,2.5,262477,Benzin,Mexaniki,Sedan,Ağ,Bakı,Xeyr,Xeyr,3,09.05.2026,11491 AZN
100030,Chevrolet,Aveo,2006,1.8,364151,Benzin,Avtomat,Kupe,,Bakı,Bəli,Xeyr,2,2026-04-13,3126
100505,BMW,X5,2007,1.5,354554,Benzin,Avtomat,,,xaçmaz,Xeyr,Xeyr,2,08.01.2026,6798 AZN
100988,LADA,Vesta,2004,1.5,435445,Benzin,Avtomat,Hetçbek,Mavi,Gəncə,Xeyr,Xeyr,1,2026-08-30,"2,200"
100945,BMW,730,2005,1.8,214184,Benzin,Avtomat,Sedan,Gümüşü,Gəncə,Xeyr,Xeyr,1,2026-07-11,6258
100168,Chevrolet,Cruze,2013,3.0,279984,Benzin,Avtomat,Offroader,Qırmızı,Sumqayıt,Xeyr,Bəli,1,2026-04-11,11838
100774,LADA,Priora,2015,1.5,229947,Benzin,Avtomat,Sedan,Yaşıl,Bakı,Bəli,,,2026-05-10,4040
100287,Nissan,X-Trail,2010,4.0,291656 km,Benzin,Robot,Sedan,Qara,Bakı,Xeyr,,3,13/04/2026,11344 AZN
100442,Opel,Astra,2018,1.5,151948 km,Benzin,Avtomat,Sedan,Qəhvəyi,Sumqayıt,yoxdur,xeyr,2,2026-05-01,13048
100905,LADA,Granta,2006,1.5,323223 km,Qaz,Avtomat,Hetçbek,Yaşıl,bakı,BƏLİ,,1,2026-04-18,2200
100454,hyundai,Elantra,2012,1.8,253504,Qaz,Avtomat,Universal,Yaşıl,Xaçmaz,Bəli,Xeyr,4+,2026-03-18,7350
100615,BMW,320,2014,1.8,234828 km,Benzin,Mexaniki,Offroader,Mavi,BAKI,var,BƏLİ,1,2026-08-18,11691
100143,LADA,Granta,2018,1.7,166918,Benzin,Avtomat,Sedan,Gümüşü,BAKI,yoxdur,XEYR,,2026-04-05,7979
100070,Chevrolet,Lacetti,2010,1.6,315643,Qaz,Mexaniki,Hetçbek,Yaşıl,Xaçmaz,Xeyr,Xeyr,1,2026-03-02,4870
100109,ford,Transit,2014,1.5,168552,Benzin,Avtomat,Hetçbek,Gümüşü,Lənkəran,XEYR,XEYR,1,22.07.2026,10218
100964,Toyota,Camry,2007,,392547,Benzin,Avtomat,Universal,Boz,ŞƏKI,Bəli,Xeyr,3,2026-08-23,3 964
100739,Ford,Focus,2021,4.0,109385 km,Benzin,Variator,Offroader,Qırmızı,  Bakı ,Xeyr,Xeyr,2,2026-06-12,41254
100538,Toyota,Yaris,1999,1.4,500848,Hibrid,Avtomat,Furqon,Mavi,  Gəncə ,Xeyr,Bəli,2,08.04.2026,2200 AZN
100861,Chevrolet,Lacetti,2011,1.6,286210,Benzin,Avtomat,Offroader,Mavi,Bakı,Xeyr,Xeyr,,2026-06-24,8 924
100210,Ford,Transit,2011,2.0,198914 km,Benzin,Mexaniki,Sedan,Qara,Mingəçevir,Xeyr,Xeyr,2,2026-04-16,7300
100176,BMW,520,2007,2.0,379591,Dizel,Mexaniki,Offroader,,Bakı,XEYR,yoxdur,,23.07.2026,6615
100361,Ford,Focus,2012,4.0,237732,Dizel,Mexaniki,Sedan,Boz,Bakı,Xeyr,Xeyr,2,2026-02-08,10636
100113,Mercedes,C 180,2013,3.5,258365,Dizel,Mexaniki,Hetçbek,Ağ,Lənkəran,Xeyr,Xeyr,2,2026-06-16,18725
100205,Chevrolet,Aveo,2020,1.4,89921,Benzin,Avtomat,Furqon,Qəhvəyi,Bakı,Xeyr,Xeyr,1,2026-01-06,18802
100597,Ford,Focus,2010,3.5,303166,Benzin,Avtomat,Offroader,Mavi,Bakı,Xeyr,Bəli,3,2026-05-16,10 760
100862,LADA,Vesta,2022,1.7,65288,Dizel,Mexaniki,Hetçbek,Qara,Gəncə,XEYR,BƏLİ,,03/06/2026,10578
100026,BMW,X5,2005,2.0,422148,Benzin,Mexaniki,Sedan,Mavi,Bakı,Bəli,Xeyr,3,2026-01-12,3296
100376, Nissan,Qashqai,2014,3.0,239115,Dizel,Avtomat,Sedan,Mavi,Bakı ,Xeyr,Xeyr,4+,26.03.2026,16077
100269,Toyota,Corolla,2005,3.5,409648,Hibrid,Variator,Offroader,Qara,Bakı,Xeyr,Xeyr,3,2026-03-26,7951
100295,Kia,Rio,2016,3.0,254324 km,Benzin,Avtomat,Universal,Qırmızı,Bakı,Bəli,Bəli,1,28.05.2026,"11,359"
100364,Hyundai,Tucson,2017,4.0,170621 km,Dizel,Avtomat,Furqon,Qəhvəyi,Gəncə,Xeyr,Bəli,2,2026-03-21,"18,035"
100001,LADA,Vesta,2015,1.5,200386,Dizel,Avtomat,Offroader,Ağ,Bakı,Xeyr,,1,2026-06-16,6096
100255,Nissan,Sunny,2012,3.5,177718 km,Benzin,Mexaniki,Hetçbek,Qırmızı,Naxçıvan,Xeyr,Xeyr,1,2026-01-14,13 178
100506,Hyundai,Sonata,2020,1.4,112666,Benzin,Variator,Offroader,Boz,Şirvan,Xeyr,,2,2026-08-05,27946
100421,Toyota,Camry,2012,3.5,9999999,Benzin,Avtomat,Offroader,Ağ,Lənkəran,yoxdur,yoxdur,2,2026-02-27,"20,270"
100763,Opel,Vectra,2009,1.6,423922 km,Benzin,Avtomat,Sedan,Qırmızı,Bakı,Bəli,Bəli,2,2026-03-11,2458 AZN
100617,BMW,116,2021,2.0,128701 km,Benzin,Mexaniki,Sedan,Qırmızı,Bakı ,Xeyr,Bəli,1,2026-07-06,33163
100678,BMW,520,2013,3.0,245617 km,Benzin,Avtomat,Sedan,Ağ,Sumqayıt,var,xeyr,1,2026-03-10,12610
100902,Mercedes,C 180,2018,1.8,123997,Benzin,Mexaniki,Offroader,Yaşıl,Bakı,XEYR,yoxdur,3,2026-05-16,35165
100684,Toyota,Camry,2009,1.4,255362,Benzin,Mexaniki,Kupe,,Bakı,Xeyr,Bəli,1,2026-03-12,6129
100576,Chevrolet,Aveo,2001,3.0,462257,Benzin,Avtomat,Sedan,Mavi,Lənkəran,Bəli,Xeyr,2,2026-01-28,2200
100922,Toyota,Prado,2010,4.0,287570,Benzin,Avtomat,Offroader,Yaşıl,Bakı,Xeyr,,,2026-02-22,"17,318"
100543,LADA,Vesta,2008,1.6,284203 km,Benzin,Mexaniki,Hetçbek,Gümüşü,BAKI,Xeyr,Xeyr,2,18/06/2026,2200 AZN
100522,BMW,730,2007,2.4,268130,Benzin,Mexaniki,Sedan,Gümüşü,  Lənkəran ,Xeyr,Xeyr,2,2026-07-13,"8,668"
100427,LADA,Vesta,2010,1.5,314761,Benzin,Avtomat,Sedan,Qəhvəyi,Naxçıvan,Xeyr,Bəli,1,08.01.2026,2600
100823,Hyundai,Santa Fe,2016,2.4,205019,Benzin,Mexaniki,Sedan,Ağ,Bakı,XEYR,yoxdur,1,2026-03-25,16652
100191,Ford,Fusion,2000,,422966,Hibrid,Robot,Offroader,Yaşıl,Bakı,Xeyr,,1,2026-05-27,2535
100721,Ford,Fusion,2010,3.5,305560,Benzin,Avtomat,Sedan,Gümüşü,Bakı,Xeyr,Xeyr,2,2026-02-14,8271
100349,Toyota,Yaris,2014,2.5,188535 km,Benzin,Avtomat,Offroader,,bakı,Xeyr,Xeyr,1,20.06.2026,23 220
100935,Hyundai,Elantra,2006,4.0,,Qaz,Avtomat,Sedan,Qara,Bakı,Bəli,Xeyr,1,19/03/2026,"5,646"
100941,Chevrolet,Lacetti,2014,1.4,203546,Benzin,Avtomat,Offroader,Gümüşü,bakı,XEYR,yoxdur,2,2026-01-20,13707
100422,Mercedes,E 200,2004,2.0,349592 km,Hibrid,Mexaniki,Offroader,Qırmızı,Bakı,Xeyr,Xeyr,1,2026-03-12,6 242
100054,Ford,Focus,2014,3.0,231743,Benzin,Avtomat,Offroader,Qəhvəyi,Gəncə ,Xeyr,,2,2026-04-23,"18,759"
100740,Ford,Kuga,2018,1.8,137222 km,Benzin,Avtomat,Offroader,Boz,Sumqayıt,Xeyr,Xeyr,2,02/03/2026,23956 AZN
100930,opel,Corsa,2016,1.4,0,Benzin,Avtomat,Sedan,Qəhvəyi,Bakı,Xeyr,Bəli,3,2026-03-24,10616
100188,Kia,Cerato,20,1.4,210846,Benzin,Mexaniki,Hetçbek,Qara,  Bakı ,Xeyr,Xeyr,2,2026-05-13,"8,629"
100375,LADA,Niva,2003,1.7,454815 km,Benzin,Robot,Hetçbek,Qırmızı,Bakı,Xeyr,Bəli,,09/07/2026,2200
100370,Toyota,Prado,2008,4.0,317877,Benzin,Variator,Sedan,Mavi,BƏRDƏ,Xeyr,,2,07/08/2026,10 300
100517,Hyundai,Tucson,2002,3.5,456553 km,Benzin,Mexaniki,Furqon,Boz,Bakı,xeyr,XEYR,2,21.04.2026,2264
100804,Toyota,Yaris,2016,3.0,146904 km,Benzin,Mexaniki,Sedan,,Sumqayıt,Xeyr,Xeyr,2,2026-08-26,21737
100416, Nissan,Patrol,2019,3.5,214981,Dizel,Mexaniki,Hetçbek,Qəhvəyi,Bakı,Xeyr,Xeyr,1,2026-01-30,28378 AZN
100028,HYUNDAI,Accent,2015,3.0,88470 km,Benzin,Avtomat,Furqon,Gümüşü,GƏNCƏ,Xeyr,Xeyr,1,2026-04-21,16137
100565,Ford,Focus,2003,2.4,326197,Dizel,Avtomat,Sedan,Gümüşü,Bakı,Xeyr,Bəli,2,2026-02-17,"3,340"
100472,Kia,Cerato,2011,3.5,165701 km,Benzin,Avtomat,Sedan,Mavi,Gəncə,XEYR,,1,2026-04-29,11960
100821,Kia,Rio,2022,2.0,81068,Benzin,Mexaniki,Hetçbek,Qara,Salyan,Xeyr,Xeyr,3,2026-01-23,33385
100263,Opel,Zafira,2012,3.0,225304,Qaz,Avtomat,Offroader,Qara,Bakı,Bəli,Xeyr,1,2026-06-21,7477
100809,LADA,Priora,2003,,395360,Benzin,Avtomat,Offroader,Qara,Bakı,Xeyr,Xeyr,2,2026-08-09,2200 AZN
100245,Hyundai,Santa Fe,2016,3.5,164742 km,Hibrid,Robot,Offroader,Qara,Bakı,Xeyr,Xeyr,2,2026-02-08,30 037
100475,MERCEDES,Vito,2005,1.6,364548,Benzin,Mexaniki,Sedan,Qəhvəyi,Mingəçevir,Xeyr,Bəli,1,2026-07-27,4789 AZN
100073,Mercedes,C 180,2023,3.0,50885,Dizel,Avtomat,Sedan,Boz,GƏNCƏ,xeyr,yoxdur,1,2026-01-30,67070
100084,Hyundai,Accent,2013,4.0,224622 km,Benzin,Avtomat,Sedan,Mavi,Bakı,Bəli,Xeyr,2,2026-04-22,12136 AZN
100091,Mercedes,C 180,2020,2.0,170251 km,Benzin,Mexaniki,Furqon,Qırmızı,GƏNCƏ,Xeyr,Xeyr,1,31.08.2026,29599
100698,Nissan,Juke,2011,2.0,298877,Hibrid,Avtomat,Hetçbek,,Bakı,Xeyr,,3,2026-08-20,9657 AZN
100224,Opel,Vectra,2007,2.5,372606,Benzin,Mexaniki,Sedan,Ağ,Bakı ,Xeyr,Xeyr,4+,22/05/2026,3809 AZN
100498,Hyundai,Elantra,2009,2.0,340037,Benzin,Avtomat,Sedan,Mavi,BAKI,Xeyr,Bəli,1,2026-01-13,5937
100207,Ford,Focus,2009,4.0,272541,Benzin,Avtomat,Sedan,Yaşıl,Lənkəran,Bəli,Xeyr,1,2026-06-27,"7,892"
100304,Hyundai,Elantra,2001,2.5,370411,Benzin,Avtomat,Sedan,Qara,Bakı,Xeyr,Xeyr,4+,2026-02-28,2828
100365,Nissan,Patrol,2011,1.8,314249,Benzin,Avtomat,Sedan,Mavi,şirvan,var,XEYR,1,2026-03-31,6436
100312,Kia,Optima,2019,2.0,193705,Dizel,Mexaniki,Sedan,Boz,Bakı ,BƏLİ,yoxdur,4+,08/07/2026,14109
100579,Ford,Focus,2020,1.6,147106,Benzin,Mexaniki,Universal,Gümüşü,Bərdə,Xeyr,Xeyr,2,2026-07-13,22753
100846,Kia,Sorento,2005,2.5,341168 km,Dizel,Avtomat,Sedan,Mavi,Bakı,Bəli,Xeyr,2,2026-01-15,3397
100537,Toyota,RAV4,2018,1.4,94309,Benzin,Variator,Sedan,Mavi,bakı,Xeyr,,2,18.05.2026,24325 AZN
100605,KIA,Sorento,2015,2.4,150636,Benzin,Avtomat,Offroader,Gümüşü,Bakı,yoxdur,bəli,,2026-07-30,16518 AZN
100331,Hyundai,Santa Fe,2002,4.0,371264 km,Benzin,Avtomat,Offroader,Qırmızı,  Bakı ,Xeyr,Bəli,3,2026-04-23,4651
100428,Chevrolet,Cruze,2006,1.6,247387,Dizel,Avtomat,Sedan,Qara,Bakı,Xeyr,Xeyr,1,2026-04-21,4245
100558, Toyota,RAV4,2002,2.0,,Benzin,Avtomat,Sedan,,Şirvan ,Xeyr,Bəli,1,2026-08-07,2766
100184,Ford,Transit,2006,3.5,,Benzin,Mexaniki,Sedan,Ağ,Şirvan,Xeyr,Xeyr,1,2026-06-13,5003
100278,Hyundai,Elantra,2014,2.4,166241,Dizel,Mexaniki,Offroader,Qəhvəyi,Bakı,Xeyr,Xeyr,2,2026-02-02,15427
100889,Ford,Fusion,2016,2.5,127712 km,Benzin,Mexaniki,Universal,Qara,Şirvan,Xeyr,,,2026-08-07,"14,325"
100039,BMW,320,2020,3.5,52021 km,Benzin,Mexaniki,Sedan,Boz,Bakı,Xeyr,Bəli,,25/05/2026,111
100494,Opel,Insignia,2012,4.0,248119,Dizel,Mexaniki,Sedan,Qırmızı,Bakı,Xeyr,Bəli,2,2026-05-14,9393
100940,Kia,Sorento,2010,1.4,307972,Dizel,Mexaniki,Offroader,Ağ,Xaçmaz,Xeyr,Xeyr,2,2026-04-10,7362
100309,Mercedes,C 180,2012,3.5,262195,Benzin,Mexaniki,Hetçbek,Yaşıl,Bakı,Xeyr,Xeyr,1,2026-04-26,16252
100198,LADA,Granta,2018,1.5,157005,Benzin,Avtomat,Sedan,Ağ,SUMQAYIT,Xeyr,Bəli,1,2026-04-26,6877 AZN
100152, Mercedes,Vito,2014,2.0,149621 km,Benzin,Robot,Sedan,Ağ,BAKI,Bəli,Xeyr,2,2026-08-25,13231
100762,Nissan,Sunny,2014,3.0,254609,Qaz,Mexaniki,Sedan,Mavi,şəki,Xeyr,Xeyr,2,2026-08-13,13315
100766,Mercedes,E 200,2008,3.0,224320,Benzin,Robot,Offroader,Ağ,BAKI,Xeyr,Bəli,3,2026-05-31,"10,520"
100383,Hyundai,Sonata,2008,1.4,266390 km,Benzin,Avtomat,Sedan,Qəhvəyi,Bakı,xeyr,yoxdur,1,2026-01-15,5857
100344,LADA,Vesta,2012,1.7,245403,Hibrid,Avtomat,Sedan,Qırmızı,ŞIRVAN,Xeyr,Xeyr,,2026-06-26,5087
100633,Mercedes,Vito,2005,3.0,342751 km,Dizel,Avtomat,Offroader,Yaşıl,Lənkəran,Xeyr,Bəli,2,2026-01-28,7199
100362,BMW,320,1998,,466407 km,Benzin,Avtomat,Offroader,Mavi,Bakı,Bəli,Bəli,2,2026-03-21,"2,340"
100780,Mercedes,Vito,2014,2.4,233650 km,Benzin,Avtomat,Offroader,Qəhvəyi,Bakı ,Bəli,Xeyr,1,02.08.2026,"19,216"
100899,Opel,Astra,2004,4.0,489918,Benzin,Avtomat,Offroader,Qara,Bakı,Xeyr,Bəli,4+,03.07.2026,"3,457"
100723,Opel,Astra,2014,2.0,190822,Benzin,Avtomat,Offroader,Qara,Bakı,Xeyr,Xeyr,1,2026-04-17,13671
100644,Chevrolet,Cruze,2007,1.4,340964,Benzin,Variator,Sedan,,Bakı,Xeyr,Xeyr,1,03/04/2026,4213
100061,MERCEDES,S 500,2024,1.5,15251,Benzin,Robot,Sedan,Qırmızı,Quba,Xeyr,Bəli,1,2026-02-07,46964 AZN
100820,Nissan,Sunny,2007,1.4,272367,Benzin,Mexaniki,Sedan,Qəhvəyi,Lənkəran,Bəli,Xeyr,4+,2026-05-25,"3,638"
100715,Ford,Kuga,2006,3.0,350598 km,Dizel,Avtomat,Kupe,Qəhvəyi,Sumqayıt,Xeyr,Xeyr,2,2026-03-13,4 879
100790,LADA,Priora,2013,1.7,190887,Benzin,Avtomat,Furqon,Ağ,Bakı,Xeyr,Bəli,1,2026-05-08,"3,870"
100656, Opel,Corsa,2023,1.6,76072,Benzin,Avtomat,Sedan,Boz,Bakı,Xeyr,Xeyr,2,2026-08-04,30125
100237,Toyota,Camry,2006,1.4,316853,Benzin,Mexaniki,Sedan,Qırmızı,şirvan,Xeyr,Xeyr,1,2026-08-03,"4,140"
100666,mercedes,S 500,2009,2.0,299235,Benzin,Avtomat,Sedan,Mavi,Bakı,Xeyr,Xeyr,1,2026-03-14,8571
100689,Toyota,RAV4,2020,1.8,126222 km,Benzin,Variator,Sedan,Qırmızı,Xaçmaz,Xeyr,Xeyr,2,2026-07-25,32324
100482,Hyundai,Santa Fe,2018,4.0,139483 km,Benzin,Robot,Hetçbek,Yaşıl,Salyan,Bəli,Xeyr,3,2026-07-24,"23,139"
100072,Mercedes,S 500,2007,1.6,288746,Dizel,Avtomat,Hetçbek,Boz,Gəncə,Xeyr,Xeyr,3,02/06/2026,7844
100853,Kia,Optima,2016,1.8,163501 km,Benzin,Mexaniki,Universal,Gümüşü,Salyan,Xeyr,Xeyr,2,29.06.2026,15738
100943,NISSAN,Qashqai,2003,1.6,475368 km,Benzin,Avtomat,Offroader,Yaşıl,Bakı,Xeyr,Xeyr,2,02/05/2026,3013
100841,BMW,520,2014,3.5,219451 km,Dizel,Avtomat,Furqon,,şəki,xeyr,BƏLİ,4+,2026-08-19,16571
100460,Nissan,Patrol,2016,2.5,165158,Dizel,Avtomat,Sedan,Boz,Bakı,var,var,1,03.02.2026,13738
100815,Hyundai,Accent,1997,2.4,536378,Dizel,Avtomat,Offroader,Qırmızı,Bakı,Xeyr,Xeyr,2,2026-04-06,2200
100639,Opel,Insignia,2013,2.5,227391,Dizel,Avtomat,,Qara,Bakı,Xeyr,Xeyr,,28.05.2026,8687
100664,BMW,730,2008,1.8,,Hibrid,Avtomat,Universal,Yaşıl,Gəncə,yoxdur,xeyr,1,2026-02-21,"8,534"
100642,Mercedes,C 180,2015,3.0,,Benzin,Robot,Sedan,Gümüşü,gəncə,Bəli,Xeyr,3,2026-03-31,17964
100747,Chevrolet,Cruze,2004,2.0,436854 km,Dizel,Avtomat,Hetçbek,Yaşıl,Sumqayıt ,Xeyr,Bəli,1,19.01.2026,2256 AZN
100284,Ford,Mondeo,2007,1.4,280262,Dizel,Mexaniki,Offroader,Qara,Bakı,Xeyr,Xeyr,3,2026-01-28,4940 AZN
100041,BMW,520,2015,4.0,176708 km,Benzin,Avtomat,Sedan,Qırmızı,  Bakı ,Xeyr,Bəli,,12.07.2026,25626
100501, Toyota,RAV4,2009,1.4,380296,Dizel,Mexaniki,Universal,Ağ,Gəncə,Xeyr,Bəli,2,2026-05-24,4658 AZN
100854,Nissan,Sunny,2016,3.0,240249,Benzin,Mexaniki,Sedan,,Bakı,Xeyr,Bəli,2,03.07.2026,14943
100008,hyundai,Accent,2012,3.0,256709,Qaz,Avtomat,Hetçbek,Qırmızı,Şirvan,Xeyr,Xeyr,1,04.07.2026,9 581
100390,Opel,Vectra,2008,2.4,358157,Qaz,Mexaniki,,Qara,Naxçıvan,xeyr,XEYR,1,2026-06-01,3456
100997,Nissan,Qashqai,2008,1.8,314688,Benzin,Mexaniki,,Qırmızı,Sumqayıt,Xeyr,Bəli,1,25.01.2026,4522
100524,Opel,Vectra,2016,2.0,200907 km,Benzin,Avtomat,Offroader,Qəhvəyi,Gəncə,xeyr,xeyr,4+,2026-04-18,15849
100368,Opel,Insignia,2018,1.5,163392,Benzin,Avtomat,Offroader,Qəhvəyi,Bakı,Bəli,Xeyr,1,2026-07-17,15104
100442,Opel,Astra,2018,1.5,151948 km,Benzin,Avtomat,Sedan,Qəhvəyi,Sumqayıt,yoxdur,xeyr,2,2026-05-01,13048
100926,Nissan,Patrol,2015,2.0,128514,Benzin,Avtomat,Sedan,Ağ,QUBA,XEYR,yoxdur,4+,2026-07-24,18421
100090,Hyundai,Santa Fe,2001,4.0,422913,Dizel,Avtomat,Sedan,Yaşıl,Bakı,Xeyr,Xeyr,4+,27.03.2026,3717
100023,Opel,Astra,2019,1.8,91375,Benzin,Mexaniki,Universal,Gümüşü,Xaçmaz,yoxdur,XEYR,3,2026-04-16,15748
100130,Mercedes,GLE 350,2013,2.0,206522,Benzin,Variator,Offroader,Qəhvəyi,Naxçıvan,Xeyr,Xeyr,,2026-03-26,"20,932"
100243,Hyundai,Accent,2007,2.4,304074,Benzin,Robot,Sedan,Gümüşü,Sumqayıt,Xeyr,Bəli,1,01.06.2026,4759
100024,Mercedes,S 500,2016,2.4,109258 km,Dizel,Robot,Hetçbek,,Bakı,Xeyr,Xeyr,1,2026-02-21,24971 AZN
100745, LADA,Granta,2013,1.7,264554,Dizel,Avtomat,Sedan,Qara,Sumqayıt,Xeyr,Xeyr,1,18.05.2026,3842
100466,Toyota,Corolla,2011,1.6,249875,Dizel,Avtomat,Kupe,Qəhvəyi,BAKI,Xeyr,Bəli,2,2026-08-05,9 728
100080,Toyota,Prado,2009,1.6,252342,Qaz,Mexaniki,,Gümüşü,Mingəçevir,Bəli,Xeyr,2,2026-04-27,5019
100465,Kia,Sportage,2013,2.0,173129,Benzin,Mexaniki,Offroader,,Gəncə,Bəli,Xeyr,2,14/01/2026,9354
100372,KIA,Optima,2014,2.5,204305,Benzin,Mexaniki,Hetçbek,Mavi,Şəki,Xeyr,Bəli,2,2026-01-19,10 239
100185,LADA,2107,2019,1.6,140908,Qaz,Mexaniki,Sedan,Gümüşü,Şirvan,var,BƏLİ,,2026-03-09,4730
100860,Mercedes,C 180,1999,2.5,500242,Benzin,Avtomat,Sedan,Gümüşü,Bakı,Xeyr,Bəli,1,2026-08-18,2445
100811,Kia,Sportage,2007,3.0,323221,Benzin,Avtomat,Sedan,Gümüşü,Bakı,XEYR,bəli,2,2026-01-17,5037 AZN
100813,Kia,Sportage,2020,1.8,78472 km,Benzin,Mexaniki,Hetçbek,Gümüşü,Gəncə,Xeyr,Bəli,4+,21/07/2026,22369
100373,Nissan,X-Trail,2015,2.5,120176,Benzin,Avtomat,Hetçbek,Qəhvəyi,Quba,Xeyr,Bəli,2,19.04.2026,16535 AZN
100806,HYUNDAI,Accent,2013,4.0,306619 km,Qaz,Mexaniki,Hetçbek,Boz,Mingəçevir,Xeyr,Xeyr,2,2026-05-10,13470 AZN
100759,Hyundai,Santa Fe,2016,3.5,77164 km,Dizel,Mexaniki,Universal,,Bakı,Xeyr,Bəli,1,07.02.2026,21 582
100484,Opel,Zafira,2019,2.0,101204,Dizel,Avtomat,Universal,Ağ,  Lənkəran ,Xeyr,Xeyr,1,2026-05-05,19773
100996,lada,Vesta,2011,1.5,303353,Benzin,Mexaniki,,Boz,Xaçmaz,Xeyr,Bəli,1,2026-01-04,2635
100533,Kia,Cerato,2010,2.5,253942,Benzin,Avtomat,Offroader,Mavi,quba,Xeyr,Xeyr,2,12/03/2026,9243
100577,Hyundai,Santa Fe,2018,2.0,202155 km,Dizel,Avtomat,Offroader,Qırmızı,Bakı,xeyr,var,2,2026-03-21,22656
100240,Mercedes,Vito,2020,2.5,79908,Benzin,Avtomat,Offroader,,Şəki,Xeyr,Xeyr,1,2026-07-05,54301
100553,Mercedes,E 200,2013,3.5,,Dizel,Avtomat,Hetçbek,,bakı,xeyr,BƏLİ,,2026-07-13,21593
100471,Toyota,RAV4,2016,2.0,102661,Benzin,Avtomat,Hetçbek,Qırmızı,Quba,Xeyr,Xeyr,1,2026-02-21,20925
100498,Hyundai,Elantra,2009,2.0,340037,Benzin,Avtomat,Sedan,Mavi,BAKI,Xeyr,Bəli,1,2026-01-13,5937
100164,Nissan,Sunny,2022,2.4,0 km,Benzin,Avtomat,Sedan,Boz,Bakı,Xeyr,Bəli,,2026-03-30,39045
100415,Hyundai,Santa Fe,2022,3.0,35770 km,Benzin,Avtomat,Sedan,Qəhvəyi,xaçmaz,Xeyr,Bəli,,15.06.2026,40 058
100387,Opel,Zafira,2003,1.5,456581 km,Dizel,Avtomat,Offroader,Ağ,Xaçmaz ,Xeyr,Xeyr,2,2026-05-28,2678
100145,Hyundai,Elantra,2006,0.0,361845 km,Elektro,Avtomat,Sedan,Boz,  Bakı ,Xeyr,Xeyr,1,2026-06-16,"6,083"
100993,Chevrolet,Cruze,2011,3.5,,Dizel,Avtomat,Sedan,Yaşıl,Gəncə,Bəli,Xeyr,3,29.04.2026,8242 AZN
100208,Ford,Kuga,2016,1.8,182668,Dizel,Mexaniki,Sedan,Qırmızı,Bakı,Xeyr,Bəli,4+,17.07.2026,11593
100430,Nissan,Qashqai,2002,2.0,406669 km,Hibrid,Avtomat,Sedan,,Bakı,Xeyr,Bəli,3,03.07.2026,3101
100898,Ford,Focus,2017,1.5,183658,Benzin,Avtomat,Sedan,,Şirvan,Bəli,Xeyr,1,2026-08-11,12770
100708,BMW,730,2017,2.0,162094 km,Hibrid,Mexaniki,Universal,Boz,Bakı,Xeyr,Xeyr,2,2026-07-26,30 220
100856,Mercedes,C 180,2017,1.8,221185,Benzin,Avtomat,Offroader,Boz,Bakı,Xeyr,Bəli,3,2026-04-23,26151 AZN
100646,LADA,Niva,2005,1.5,275040 km,Qaz,Avtomat,Furqon,Qırmızı,Bakı ,xeyr,xeyr,2,2026-02-11,2 200
100536,Chevrolet,Malibu,2011,3.0,218673,Benzin,Mexaniki,Offroader,Qəhvəyi,Bakı,Xeyr,Bəli,,2026-04-17,"10,846"
100794,Hyundai,Santa Fe,2007,2.0,341075 km,Benzin,Mexaniki,Offroader,Mavi,Bakı,Xeyr,Xeyr,2,2026-03-15,6166
100481,Ford,Mondeo,2019,1.5,12638 km,Benzin,Mexaniki,Sedan,Qırmızı,Mingəçevir,Xeyr,Xeyr,2,2026-06-25,"21,061"
100574,Chevrolet,Cruze,2017,2.0,240463,Qaz,Variator,Hetçbek,Qara,Sumqayıt,Xeyr,Bəli,3,14/06/2026,11409
100409,KIA,Sorento,2018,1.8,137517,Benzin,Robot,Offroader,Yaşıl,Bakı,xeyr,,2,2026-02-01,22265
